Age,Gender,MaritalStatus,IncomeLevel,LastLoginDate,LoginFrequency,ServiceUsage,TransactionDate,Year,Month,AmountSpent,ProductCategory,InteractionType,ResolutionStatus,DaysSinceLastInteraction,ChurnStatus
41,F,Married,Low,2023-06-02,45,Online Banking,2022-11-26,2022,11,271.57,Groceries,Complaint,Resolved,29,1
41,F,Married,Low,2023-06-02,45,Online Banking,2022-02-17,2022,2,453.32,Groceries,Feedback,Resolved,330,1
41,F,Married,Low,2023-06-02,45,Online Banking,2022-02-17,2022,2,453.32,Groceries,Complaint,Resolved,29,1
41,F,Married,Low,2023-06-02,45,Online Banking,2022-09-06,2022,9,13.36,Clothing,Feedback,Resolved,330,1
41,F,Married,Low,2023-06-02,45,Online Banking,2022-09-06,2022,9,13.36,Clothing,Complaint,Resolved,29,1
33,F,Single,High,2023-01-15,35,Online Banking,2022-06-08,2022,6,492.35,Groceries,Feedback,Unresolved,70,0
33,F,Single,High,2023-01-15,35,Online Banking,2022-06-08,2022,6,492.35,Groceries,Inquiry,Resolved,237,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-03-09,2022,3,132.38,Clothing,Feedback,Resolved,61,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-03-09,2022,3,132.38,Clothing,Complaint,Unresolved,118,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-02-17,2022,2,413.93,Electronics,Feedback,Resolved,61,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-02-17,2022,2,413.93,Electronics,Complaint,Unresolved,118,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-11-23,2022,11,119.17,Furniture,Feedback,Resolved,61,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-11-23,2022,11,119.17,Furniture,Complaint,Unresolved,118,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-10-22,2022,10,481.44,Groceries,Feedback,Resolved,61,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-10-22,2022,10,481.44,Groceries,Complaint,Unresolved,118,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-11-24,2022,11,455.56,Electronics,Feedback,Resolved,61,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-11-24,2022,11,455.56,Electronics,Complaint,Unresolved,118,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-12-30,2022,12,427.48,Groceries,Feedback,Resolved,61,0
31,M,Married,High,2023-01-14,32,Online Banking,2022-12-30,2022,12,427.48,Groceries,Complaint,Unresolved,118,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-10-20,2022,10,436.92,Clothing,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-10-20,2022,10,436.92,Clothing,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-07-31,2022,7,469.32,Furniture,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-07-31,2022,7,469.32,Furniture,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-01-01,2022,1,230.4,Electronics,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-01-01,2022,1,230.4,Electronics,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-05-24,2022,5,88.35,Books,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-05-24,2022,5,88.35,Books,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-02-02,2022,2,149.95,Electronics,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-02-02,2022,2,149.95,Electronics,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-03-22,2022,3,306.25,Furniture,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-03-22,2022,3,306.25,Furniture,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-03-09,2022,3,244.38,Furniture,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-03-09,2022,3,244.38,Furniture,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-06-23,2022,6,303.76,Clothing,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-06-23,2022,6,303.76,Clothing,Feedback,Resolved,5,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-12-20,2022,12,68.4,Books,Feedback,Resolved,94,0
39,M,Widowed,Low,2023-04-27,46,Mobile App,2022-12-20,2022,12,68.4,Books,Feedback,Resolved,5,0
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-12-19,2022,12,128.84,Electronics,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-12-19,2022,12,128.84,Electronics,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-12-08,2022,12,407.66,Clothing,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-12-08,2022,12,407.66,Clothing,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-10-21,2022,10,125.87,Electronics,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-10-21,2022,10,125.87,Electronics,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-02-11,2022,2,127.1,Electronics,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-02-11,2022,2,127.1,Electronics,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-01-27,2022,1,483.57,Groceries,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-01-27,2022,1,483.57,Groceries,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-03-15,2022,3,468.59,Electronics,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-03-15,2022,3,468.59,Electronics,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-04-25,2022,4,124.52,Furniture,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-04-25,2022,4,124.52,Furniture,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-05-11,2022,5,397.53,Electronics,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-05-11,2022,5,397.53,Electronics,Inquiry,Resolved,361,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-06-13,2022,6,403.16,Clothing,Inquiry,Unresolved,252,1
66,F,Widowed,Medium,2023-03-23,3,Online Banking,2022-06-13,2022,6,403.16,Clothing,Inquiry,Resolved,361,1
67,F,Widowed,Low,2023-12-24,30,Website,2022-01-31,2022,1,289.24,Furniture,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-01-31,2022,1,289.24,Furniture,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-11-02,2022,11,121.88,Clothing,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-11-02,2022,11,121.88,Clothing,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-11-10,2022,11,444.57,Furniture,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-11-10,2022,11,444.57,Furniture,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-08-05,2022,8,281.05,Groceries,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-08-05,2022,8,281.05,Groceries,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-08-11,2022,8,366.4,Groceries,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-08-11,2022,8,366.4,Groceries,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-05-18,2022,5,74.68,Furniture,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-05-18,2022,5,74.68,Furniture,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-09-30,2022,9,242.17,Clothing,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-09-30,2022,9,242.17,Clothing,Inquiry,Unresolved,205,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-12-20,2022,12,43.61,Furniture,Inquiry,Unresolved,75,0
67,F,Widowed,Low,2023-12-24,30,Website,2022-12-20,2022,12,43.61,Furniture,Inquiry,Unresolved,205,0
23,M,Married,High,2023-07-20,49,Mobile App,2022-01-10,2022,1,131.3,Furniture,Complaint,Unresolved,241,0
23,M,Married,High,2023-07-20,49,Mobile App,2022-01-10,2022,1,131.3,Furniture,Inquiry,Resolved,223,0
23,M,Married,High,2023-07-20,49,Mobile App,2022-02-05,2022,2,244.22,Clothing,Complaint,Unresolved,241,0
23,M,Married,High,2023-07-20,49,Mobile App,2022-02-05,2022,2,244.22,Clothing,Inquiry,Resolved,223,0
23,M,Married,High,2023-07-20,49,Mobile App,2022-11-29,2022,11,499.56,Groceries,Complaint,Unresolved,241,0
23,M,Married,High,2023-07-20,49,Mobile App,2022-11-29,2022,11,499.56,Groceries,Inquiry,Resolved,223,0
59,F,Married,High,2023-01-27,7,Online Banking,2022-09-19,2022,9,213.51,Clothing,NoInteraction,NoInteraction,-1,1
59,F,Married,High,2023-01-27,7,Online Banking,2022-02-23,2022,2,9.93,Furniture,NoInteraction,NoInteraction,-1,1
59,F,Married,High,2023-01-27,7,Online Banking,2022-10-28,2022,10,267.23,Books,NoInteraction,NoInteraction,-1,1
59,F,Married,High,2023-01-27,7,Online Banking,2022-04-01,2022,4,101.29,Groceries,NoInteraction,NoInteraction,-1,1
59,F,Married,High,2023-01-27,7,Online Banking,2022-11-26,2022,11,469.37,Clothing,NoInteraction,NoInteraction,-1,1
59,F,Married,High,2023-01-27,7,Online Banking,2022-10-03,2022,10,481.43,Furniture,NoInteraction,NoInteraction,-1,1
53,M,Divorced,Low,2023-03-24,1,Mobile App,2022-10-18,2022,10,365.58,Books,Feedback,Unresolved,163,1
53,M,Divorced,Low,2023-03-24,1,Mobile App,2022-10-18,2022,10,365.58,Books,Inquiry,Unresolved,47,1
53,M,Divorced,Low,2023-03-24,1,Mobile App,2022-06-21,2022,6,128.73,Clothing,Feedback,Unresolved,163,1
53,M,Divorced,Low,2023-03-24,1,Mobile App,2022-06-21,2022,6,128.73,Clothing,Inquiry,Unresolved,47,1
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-01-28,2022,1,284.74,Furniture,Inquiry,Unresolved,230,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-01-28,2022,1,284.74,Furniture,Complaint,Unresolved,19,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-01-29,2022,1,312.51,Electronics,Inquiry,Unresolved,230,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-01-29,2022,1,312.51,Electronics,Complaint,Unresolved,19,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-12-24,2022,12,15.53,Groceries,Inquiry,Unresolved,230,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-12-24,2022,12,15.53,Groceries,Complaint,Unresolved,19,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-03-07,2022,3,183.84,Books,Inquiry,Unresolved,230,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-03-07,2022,3,183.84,Books,Complaint,Unresolved,19,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-10-26,2022,10,129.28,Clothing,Inquiry,Unresolved,230,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-10-26,2022,10,129.28,Clothing,Complaint,Unresolved,19,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-06-18,2022,6,348.8,Books,Inquiry,Unresolved,230,0
18,M,Married,Medium,2023-04-28,20,Mobile App,2022-06-18,2022,6,348.8,Books,Complaint,Unresolved,19,0
49,M,Married,Medium,2023-10-10,25,Website,2022-07-29,2022,7,301.71,Clothing,Inquiry,Resolved,144,1
49,M,Married,Medium,2023-10-10,25,Website,2022-07-29,2022,7,301.71,Clothing,Feedback,Resolved,25,1
49,M,Married,Medium,2023-10-10,25,Website,2022-11-13,2022,11,356.25,Electronics,Inquiry,Resolved,144,1
49,M,Married,Medium,2023-10-10,25,Website,2022-11-13,2022,11,356.25,Electronics,Feedback,Resolved,25,1
49,M,Married,Medium,2023-10-10,25,Website,2022-10-20,2022,10,65.04,Books,Inquiry,Resolved,144,1
49,M,Married,Medium,2023-10-10,25,Website,2022-10-20,2022,10,65.04,Books,Feedback,Resolved,25,1
23,F,Widowed,High,2023-06-17,33,Website,2022-10-09,2022,10,262.74,Furniture,Inquiry,Unresolved,300,1
23,F,Widowed,High,2023-06-17,33,Website,2022-01-16,2022,1,350.44,Books,Inquiry,Unresolved,300,1
48,F,Divorced,High,2023-10-16,35,Website,2022-12-29,2022,12,223.78,Clothing,Inquiry,Resolved,296,0
48,F,Divorced,High,2023-10-16,35,Website,2022-01-20,2022,1,188.01,Furniture,Inquiry,Resolved,296,0
48,F,Divorced,High,2023-10-16,35,Website,2022-12-25,2022,12,338.38,Books,Inquiry,Resolved,296,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-07-29,2022,7,213.16,Electronics,Complaint,Unresolved,136,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-07-10,2022,7,470.73,Books,Complaint,Unresolved,136,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-10-15,2022,10,101.31,Clothing,Complaint,Unresolved,136,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-01-24,2022,1,27.17,Electronics,Complaint,Unresolved,136,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-01-31,2022,1,441.91,Furniture,Complaint,Unresolved,136,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-01-15,2022,1,479.5,Furniture,Complaint,Unresolved,136,0
18,F,Married,High,2023-04-12,44,Online Banking,2022-10-19,2022,10,100.23,Books,Complaint,Unresolved,136,0
67,F,Married,Low,2023-08-02,24,Website,2022-11-05,2022,11,393.41,Furniture,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-12-04,2022,12,147.57,Clothing,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-08-03,2022,8,288.3,Clothing,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-09-28,2022,9,42.8,Books,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-01-05,2022,1,146.51,Groceries,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-03-02,2022,3,476.62,Electronics,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-11-14,2022,11,288.43,Electronics,NoInteraction,NoInteraction,-1,0
67,F,Married,Low,2023-08-02,24,Website,2022-05-03,2022,5,349.64,Books,NoInteraction,NoInteraction,-1,0
68,F,Widowed,High,2023-09-21,14,Mobile App,2022-05-31,2022,5,37.93,Furniture,NoInteraction,NoInteraction,-1,0
68,F,Widowed,High,2023-09-21,14,Mobile App,2022-08-29,2022,8,150.08,Books,NoInteraction,NoInteraction,-1,0
68,F,Widowed,High,2023-09-21,14,Mobile App,2022-03-18,2022,3,275.8,Electronics,NoInteraction,NoInteraction,-1,0
68,F,Widowed,High,2023-09-21,14,Mobile App,2022-08-27,2022,8,60.98,Clothing,NoInteraction,NoInteraction,-1,0
68,F,Widowed,High,2023-09-21,14,Mobile App,2022-09-22,2022,9,128.83,Clothing,NoInteraction,NoInteraction,-1,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-05-10,2022,5,76.68,Books,Complaint,Resolved,218,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-02-24,2022,2,364.59,Books,Complaint,Resolved,218,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-08-31,2022,8,234.95,Electronics,Complaint,Resolved,218,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-02-20,2022,2,157.45,Books,Complaint,Resolved,218,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-12-20,2022,12,185.09,Books,Complaint,Resolved,218,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-07-22,2022,7,136.24,Electronics,Complaint,Resolved,218,0
54,M,Married,High,2023-08-20,39,Mobile App,2022-09-25,2022,9,349.28,Furniture,Complaint,Resolved,218,0
52,F,Widowed,High,2023-12-25,44,Online Banking,2022-12-27,2022,12,236.46,Electronics,NoInteraction,NoInteraction,-1,0
52,F,Widowed,High,2023-12-25,44,Online Banking,2022-04-16,2022,4,212.02,Clothing,NoInteraction,NoInteraction,-1,0
66,M,Divorced,Medium,2023-10-01,34,Online Banking,2022-12-18,2022,12,405.37,Electronics,Inquiry,Unresolved,331,0
66,M,Divorced,Medium,2023-10-01,34,Online Banking,2022-09-15,2022,9,158.16,Electronics,Inquiry,Unresolved,331,0
66,M,Divorced,Medium,2023-10-01,34,Online Banking,2022-06-11,2022,6,310.94,Clothing,Inquiry,Unresolved,331,0
66,M,Divorced,Medium,2023-10-01,34,Online Banking,2022-02-26,2022,2,333.37,Furniture,Inquiry,Unresolved,331,0
66,M,Divorced,Medium,2023-10-01,34,Online Banking,2022-09-02,2022,9,346.98,Books,Inquiry,Unresolved,331,0
66,M,Divorced,Medium,2023-10-01,34,Online Banking,2022-01-25,2022,1,70.57,Clothing,Inquiry,Unresolved,331,0
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-02-01,2022,2,312.99,Clothing,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-02-01,2022,2,312.99,Clothing,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-05-26,2022,5,275.22,Groceries,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-05-26,2022,5,275.22,Groceries,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-10-31,2022,10,215.99,Groceries,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-10-31,2022,10,215.99,Groceries,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-11-04,2022,11,255.14,Electronics,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-11-04,2022,11,255.14,Electronics,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-07-10,2022,7,380.8,Groceries,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-07-10,2022,7,380.8,Groceries,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-06-14,2022,6,157.43,Books,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-06-14,2022,6,157.43,Books,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-11-04,2022,11,353.31,Clothing,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-11-04,2022,11,353.31,Clothing,Feedback,Resolved,307,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-03-15,2022,3,61.45,Furniture,Complaint,Resolved,345,1
47,M,Widowed,Medium,2023-03-29,18,Mobile App,2022-03-15,2022,3,61.45,Furniture,Feedback,Resolved,307,1
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-11-08,2022,11,58.03,Books,Feedback,Unresolved,219,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-11-08,2022,11,58.03,Books,Complaint,Resolved,53,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-06-08,2022,6,364.93,Books,Feedback,Unresolved,219,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-06-08,2022,6,364.93,Books,Complaint,Resolved,53,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-05-09,2022,5,142.75,Electronics,Feedback,Unresolved,219,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-05-09,2022,5,142.75,Electronics,Complaint,Resolved,53,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-09-21,2022,9,453.15,Electronics,Feedback,Unresolved,219,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-09-21,2022,9,453.15,Electronics,Complaint,Resolved,53,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-12-29,2022,12,54.9,Books,Feedback,Unresolved,219,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-12-29,2022,12,54.9,Books,Complaint,Resolved,53,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-12-05,2022,12,95.03,Groceries,Feedback,Unresolved,219,0
21,F,Widowed,High,2023-02-23,2,Online Banking,2022-12-05,2022,12,95.03,Groceries,Complaint,Resolved,53,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-08-02,2022,8,27.84,Furniture,Complaint,Unresolved,24,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-08-02,2022,8,27.84,Furniture,Complaint,Resolved,266,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-11-22,2022,11,109.55,Furniture,Complaint,Unresolved,24,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-11-22,2022,11,109.55,Furniture,Complaint,Resolved,266,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-10-01,2022,10,492.28,Books,Complaint,Unresolved,24,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-10-01,2022,10,492.28,Books,Complaint,Resolved,266,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-02-18,2022,2,325.01,Clothing,Complaint,Unresolved,24,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-02-18,2022,2,325.01,Clothing,Complaint,Resolved,266,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-02-19,2022,2,118.33,Groceries,Complaint,Unresolved,24,0
52,M,Divorced,Medium,2023-09-09,38,Mobile App,2022-02-19,2022,2,118.33,Groceries,Complaint,Resolved,266,0
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-06-07,2022,6,491.19,Groceries,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-03-21,2022,3,433.38,Electronics,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-12-16,2022,12,467.17,Books,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-05-04,2022,5,318.36,Clothing,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-08-16,2022,8,49.64,Furniture,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-07-23,2022,7,341.2,Groceries,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-06-20,2022,6,278.53,Groceries,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-05-05,2022,5,6.3,Electronics,Feedback,Resolved,273,1
60,F,Single,Medium,2023-06-14,17,Mobile App,2022-09-16,2022,9,439.75,Clothing,Feedback,Resolved,273,1
31,M,Widowed,Medium,2023-03-15,23,Mobile App,2022-12-16,2022,12,442.76,Electronics,Inquiry,Resolved,135,1
31,M,Widowed,Medium,2023-03-15,23,Mobile App,2022-12-16,2022,12,442.76,Electronics,Inquiry,Resolved,49,1
31,M,Widowed,Medium,2023-03-15,23,Mobile App,2022-06-20,2022,6,375.92,Groceries,Inquiry,Resolved,135,1
31,M,Widowed,Medium,2023-03-15,23,Mobile App,2022-06-20,2022,6,375.92,Groceries,Inquiry,Resolved,49,1
31,M,Widowed,Medium,2023-03-15,23,Mobile App,2022-09-04,2022,9,119.9,Groceries,Inquiry,Resolved,135,1
31,M,Widowed,Medium,2023-03-15,23,Mobile App,2022-09-04,2022,9,119.9,Groceries,Inquiry,Resolved,49,1
66,M,Married,Medium,2023-02-19,33,Website,2022-06-16,2022,6,116.2,Furniture,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-06-16,2022,6,116.2,Furniture,Inquiry,Resolved,26,0
66,M,Married,Medium,2023-02-19,33,Website,2022-03-12,2022,3,401.66,Books,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-03-12,2022,3,401.66,Books,Inquiry,Resolved,26,0
66,M,Married,Medium,2023-02-19,33,Website,2022-11-27,2022,11,410.34,Electronics,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-11-27,2022,11,410.34,Electronics,Inquiry,Resolved,26,0
66,M,Married,Medium,2023-02-19,33,Website,2022-08-15,2022,8,318.29,Books,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-08-15,2022,8,318.29,Books,Inquiry,Resolved,26,0
66,M,Married,Medium,2023-02-19,33,Website,2022-05-11,2022,5,226.06,Clothing,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-05-11,2022,5,226.06,Clothing,Inquiry,Resolved,26,0
66,M,Married,Medium,2023-02-19,33,Website,2022-10-13,2022,10,317.32,Clothing,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-10-13,2022,10,317.32,Clothing,Inquiry,Resolved,26,0
66,M,Married,Medium,2023-02-19,33,Website,2022-07-22,2022,7,494.01,Electronics,Feedback,Resolved,5,0
66,M,Married,Medium,2023-02-19,33,Website,2022-07-22,2022,7,494.01,Electronics,Inquiry,Resolved,26,0
57,M,Widowed,Low,2023-06-21,28,Online Banking,2022-08-30,2022,8,374.94,Electronics,NoInteraction,NoInteraction,-1,0
57,M,Widowed,Low,2023-06-21,28,Online Banking,2022-05-25,2022,5,369.95,Groceries,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-09-16,2022,9,27.36,Furniture,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-02-17,2022,2,456.04,Clothing,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-09-23,2022,9,447.39,Clothing,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-09-21,2022,9,215.41,Clothing,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-07-19,2022,7,10.61,Clothing,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-07-31,2022,7,391.77,Groceries,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-08-13,2022,8,208.23,Books,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-06-20,2022,6,403.3,Groceries,NoInteraction,NoInteraction,-1,0
39,F,Divorced,Medium,2023-05-14,15,Website,2022-11-12,2022,11,162.91,Groceries,NoInteraction,NoInteraction,-1,0
27,F,Married,Medium,2023-01-18,11,Website,2022-10-18,2022,10,318.24,Furniture,Feedback,Resolved,246,0
27,F,Married,Medium,2023-01-18,11,Website,2022-07-12,2022,7,290.28,Groceries,Feedback,Resolved,246,0
